date,V15943317,V15943318,V15943319,V15943320,V15943321,V15943316
28/06/2013,38090,17634,121,8528,4513,68886
08/07/2013,37945,17515,125,8442,4467,68494
15/07/2013,38160,17949,130,8490,4462,69191
23/07/2013,38475,17734,135,8545,4491,69380
31/07/2013,38392,18066,133,8571,4595,69757
08/08/2013,38849,18166,132,8625,4624,70396
15/08/2013,38743,18022,135,8600,4610,70110
23/08/2013,38592,18111,140,8613,4617,70073
30/08/2013,38667,17938,139,8583,4601,69928
08/09/2013,38483,17964,138,8545,4590,69720
15/09/2013,38771,18160,132,8605,4622,70290
23/09/2013,38983,18529,132,8679,4662,70985
30/09/2013,39190,18656,130,8641,4775,71392
08/10/2013,39272,18704,130,8659,4785,71550
15/10/2013,39002,18574,125,8618,4763,71082
23/10/2013,39161,19023,131,8701,4808,71824
31/10/2013,39152,18821,130,8663,4731,71497
08/11/2013,39085,18490,126,8614,4704,71019
15/11/2013,39341,18701,126,8607,4700,71475
23/11/2013,39728,18744,122,8624,4590,71808
29/11/2013,39852,18813,122,8648,4603,72038
08/12/2013,39617,18884,120,8665,4612,71898
15/12/2013,39651,18930,120,8663,4611,71975
23/12/2013,39581,18838,117,8657,4707,71900
31/12/2013,39514,18916,115,8675,4717,71937
08/01/2014,39478,18672,117,8632,4693,71592
15/01/2014,39482,18924,119,8643,4699,71867
23/01/2014,39646,19100,121,8657,4707,72231
31/01/2014,40411,18917,120,8642,4688,72778
08/02/2014,40723,19125,121,8640,4687,73296
15/02/2014,41084,19201,127,8699,4593,73704
23/02/2014,40938,19322,127,8692,4589,73668
28/02/2014,44297,19424,127,8718,4603,77169
08/03/2014,44196,19502,128,8742,4616,77184
15/03/2014,44180,19622,133,8737,4613,77285
23/03/2014,43313,19350,128,8704,4596,76091
31/03/2014,43452,19554,124,8709,4611,76450
08/04/2014,43450,19603,126,8708,4611,76498
15/04/2014,43828,19676,124,8721,4618,76967
23/04/2014,43619,19985,123,8735,4626,77088
30/04/2014,43711,20107,124,8730,4623,77295
08/05/2014,44090,20100,123,8771,4684,77768
15/05/2014,44433,20000,125,8690,4571,77819
23/05/2014,44532,19847,124,8686,4569,77758
30/05/2014,44645,19875,120,8680,4565,77885
08/06/2014,42904,18407,120,8685,4668,74784
13/06/2014,42978,18266,122,8674,4662,74702
23/06/2014,42945,18926,126,8691,4671,75359
30/06/2014,43063,19347,126,8710,4628,75874
08/07/2014,42991,19369,127,8699,4622,75808
15/07/2014,43255,19314,126,8705,4626,76026
23/07/2014,43233,19107,125,8668,4606,75739
31/07/2014,43148,19002,123,8628,4565,75466
08/08/2014,43594,19206,126,8631,4567,76124
15/08/2014,43959,19228,124,8616,4559,76486
23/08/2014,43811,18737,122,8576,4538,75784
29/08/2014,43755,18652,123,8557,4527,75614
08/09/2014,43784,18314,121,8461,4489,75169
15/09/2014,41425,18903,118,8451,4347,73244
23/09/2014,41417,19153,117,8444,4343,73474
30/09/2014,41830,19089,117,8354,4297,73687
08/10/2014,41911,19265,117,8372,4307,73972
15/10/2014,41939,19384,119,8364,4303,74109
23/10/2014,42098,19101,118,8374,4307,73998
31/10/2014,42299,18946,112,8330,4225,73912
08/11/2014,42611,18840,111,8255,4187,74004
15/11/2014,42560,18928,112,8250,4185,74035
23/11/2014,42539,18818,115,8239,4179,73890
28/11/2014,42533,19029,113,8251,4185,74111
08/12/2014,42703,18960,114,8183,4150,74110
15/12/2014,43555,19435,116,8235,3622,74963
23/12/2014,43659,19051,113,8174,3669,74666
31/12/2014,43756,19000,116,8164,3664,74700
08/01/2015,44046,18537,117,8037,3607,74344
15/01/2015,44441,18473,121,8044,3611,74690
23/01/2015,44561,18001,124,7896,3544,74126
30/01/2015,44915,18413,121,7944,3444,74837
08/02/2015,45086,18532,119,7983,3198,74918
15/02/2015,44945,18795,118,7973,3194,75025
23/02/2015,44822,18697,116,7946,3183,74764
27/02/2015,45039,18511,116,7927,3175,74768
08/03/2015,44922,17931,113,7840,3140,73946
15/03/2015,45244,17426,110,7722,3112,73614
23/03/2015,49297,18152,114,7795,2772,78130
31/03/2015,49215,17844,114,7751,2757,77681
08/04/2015,49084,17907,116,7792,2771,77670
15/04/2015,49115,17796,114,7712,2743,77480
23/04/2015,48984,17796,114,7763,2756,77413
30/04/2015,48718,18318,113,7902,2792,77843
08/05/2015,48605,18332,114,7901,2767,77719
15/05/2015,48781,18677,117,7956,2786,78317
23/05/2015,48363,18102,115,7905,2768,77253
29/05/2015,48533,18073,114,7813,2736,77269
08/06/2015,46306,17940,112,7846,2748,74952
15/06/2015,46527,17993,113,7891,2763,75287
23/06/2015,46996,17955,113,7908,2732,75704
30/06/2015,47376,18254,112,7902,2751,76395
08/07/2015,47606,18141,111,7842,2730,76430
15/07/2015,47390,18110,110,7853,2733,76196
23/07/2015,47718,18042,105,7844,2730,76439
31/07/2015,48211,18100,105,7837,2728,76981
07/08/2015,48074,18254,105,7846,2721,77000
14/08/2015,47892,18487,107,7916,2745,77147
23/08/2015,48104,18885,111,7955,2759,77814
31/08/2015,48429,18654,109,7916,2745,77853
08/09/2015,48253,18991,108,7914,2706,77972
15/09/2015,47756,19142,106,7954,2720,77678
23/09/2015,47908,19257,108,7910,2705,77888
30/09/2015,48105,19538,107,7916,2770,78436
08/10/2015,48404,19888,109,8011,2780,79192
15/10/2015,48477,20189,114,8061,2769,79610
23/10/2015,48286,19634,111,7962,2735,78728
30/10/2015,48410,19963,110,7942,2728,79153
08/11/2015,47791,19426,104,7888,2709,77918
15/11/2015,47903,19669,104,7869,2703,78248
23/11/2015,47753,19935,103,7821,2686,78298
30/11/2015,47652,19977,102,7801,2680,78212
08/12/2015,47517,20527,83,7869,2703,78699
15/12/2015,47884,20876,74,7925,2722,79481
23/12/2015,48239,20973,59,7911,2723,79905
31/12/2015,48229,20848,58,7899,2719,79753
08/01/2016,48497,21124,54,7891,2716,80282
15/01/2016,48886,21670,46,7887,2715,81204
23/01/2016,48921,21589,34,7862,2706,81112
29/01/2016,48678,21902,24,7869,2709,81182
08/02/2016,48659,23287,19,7948,2736,82649
15/02/2016,48764,23352,1,6378,2655,81150
23/02/2016,48398,22694,0,7921,2491,81504
29/02/2016,48617,22472,0,7874,2327,81290
08/03/2016,48423,22772,0,7929,2343,81467
15/03/2016,48119,22759,0,7945,2348,81171
23/03/2016,48356,22795,0,7970,2355,81476
31/03/2016,48501,23301,0,8032,2358,82192
08/04/2016,48562,23311,0,8028,2357,82258
15/04/2016,48659,23140,0,8013,2352,82164
23/04/2016,49361,23074,0,8013,2353,82801
29/04/2016,49816,23654,0,8080,2372,83922
08/05/2016,50087,23636,0,8080,2372,84175
15/05/2016,50586,23647,0,8043,2361,84637
23/05/2016,50272,23874,0,8014,2353,84513
31/05/2016,50214,23746,0,7990,2348,84298
08/06/2016,50239,22893,0,8064,2349,83545
15/06/2016,50512,22648,0,8009,2333,83502
23/06/2016,50514,22910,0,8098,2359,83881
30/06/2016,51116,22187,0,7897,2321,83521
08/07/2016,50875,22013,0,7862,2311,83061
15/07/2016,50452,22052,0,7869,2313,82686
23/07/2016,50892,21441,0,7822,2299,82454
29/07/2016,50864,21879,0,7849,2312,82904
08/08/2016,51096,21682,0,7842,2310,82930
15/08/2016,51681,21803,0,7862,2315,83661
23/08/2016,51818,22082,0,7923,2334,84157
31/08/2016,51766,21822,0,7855,2313,83756
08/09/2016,51957,21979,0,7915,2331,84182
15/09/2016,51799,21870,0,7888,2314,83871
23/09/2016,51697,21716,0,7880,2311,83604
30/09/2016,52301,21726,0,7862,2306,84195
08/10/2016,52527,21318,0,7808,2290,83943
15/10/2016,52419,20832,0,7766,2278,83295
23/10/2016,52405,20671,0,7735,2269,83080
31/10/2016,52682,20696,0,7735,2270,83383
08/11/2016,53525,20802,0,7767,2279,84373
15/11/2016,52882,20335,0,7678,2253,83148
23/11/2016,52880,20059,0,7631,2206,82776
30/11/2016,53110,20181,0,7633,2206,83130
08/12/2016,53111,20373,0,7674,2218,83376
15/12/2016,52553,19985,0,7553,2183,82274
23/12/2016,52372,20217,0,7552,2183,82324
30/12/2016,52496,20453,0,7578,2191,82718
08/01/2017,52787,20317,0,7609,2199,82912
15/01/2017,53489,20591,0,7617,2184,83881
23/01/2017,53609,21271,0,7656,2195,84731
31/01/2017,53257,21670,0,7660,2196,84783
08/02/2017,53375,22110,0,7644,2192,85321
15/02/2017,50251,22071,0,7611,2158,82091
23/02/2017,49782,22417,0,7618,2160,81977
28/02/2017,49879,22415,0,7633,2164,82091
08/03/2017,49628,22320,0,7593,2153,81694
15/03/2017,49780,22906,0,7609,2158,82453
23/03/2017,49700,23668,0,7680,2178,83226
31/03/2017,49040,23691,0,7654,2169,82554
08/04/2017,49637,23566,0,7642,2167,83012
15/04/2017,49818,23730,0,7659,2172,83379
23/04/2017,49797,23868,0,7685,2179,83529
28/04/2017,50377,24412,0,7729,2192,84710
08/05/2017,50515,24374,0,7725,2190,84804
15/05/2017,50632,24428,0,7724,2190,84974
23/05/2017,49537,24998,0,7796,2211,84542
31/05/2017,50478,25098,0,7801,2212,85589
08/06/2017,49716,24893,0,7763,2216,84588
15/06/2017,49746,24648,0,7740,2209,84343
23/06/2017,49670,24703,0,7725,2204,84302
30/06/2017,49644,24990,0,7791,2201,84626
08/07/2017,49460,24818,0,7777,2197,84252
14/07/2017,49497,25072,0,7786,2185,84540
23/07/2017,49509,25033,0,7850,2203,84595
31/07/2017,49506,25362,0,7867,2213,84948
08/08/2017,49443,25184,0,7885,2225,84737
15/08/2017,49547,25137,0,7868,2167,84719
23/08/2017,49575,25023,0,7880,2171,84649
31/08/2017,49794,25231,0,7901,2177,85103
08/09/2017,49704,25603,0,7997,2203,85507
15/09/2017,49504,25458,0,7959,2193,85114
23/09/2017,49520,25225,0,7953,2191,84889
29/09/2017,49287,24975,0,7900,2177,84339
08/10/2017,48884,24659,0,7859,2165,83567
15/10/2017,48953,24943,0,7908,2169,83973
23/10/2017,48623,24777,0,7868,2158,83426
31/10/2017,48714,24701,0,7851,2121,83387
08/11/2017,49130,24610,0,7836,2116,83692
15/11/2017,51907,24854,0,7897,2133,86791
23/11/2017,51793,25042,0,7885,2130,86850
30/11/2017,51583,25174,0,7911,2137,86805
08/12/2017,51571,24958,0,7883,2100,86512
15/12/2017,51609,24900,0,7884,1985,86378
23/12/2017,51247,24996,0,7894,1987,86124
29/12/2017,51343,25308,0,7975,1999,86625
08/01/2018,51184,25274,0,7975,1999,86432
15/01/2018,51088,25785,0,8024,2064,86961
23/01/2018,50659,25605,0,8075,2077,86416
31/01/2018,50615,25889,0,8160,2084,86748
08/02/2018,50353,25467,0,8088,2066,85974
15/02/2018,50256,26200,0,8170,2086,86712
23/02/2018,50298,25935,0,8160,2074,86467
28/02/2018,50589,25695,0,8134,2068,86486
08/03/2018,50772,25880,0,8174,2072,86898
15/03/2018,51586,25434,0,8175,2073,87268
23/03/2018,47374,25664,0,8188,2076,83302
29/03/2018,47477,25568,0,8177,2073,83295
08/04/2018,47639,25550,0,8146,2065,83400
15/04/2018,47522,25674,0,8182,2074,83452
23/04/2018,46876,25079,0,8138,2063,82156
30/04/2018,47211,24874,0,8090,2046,82221
08/05/2018,47202,24457,0,8027,2030,81716
15/05/2018,47053,24331,0,8036,2032,81452
23/05/2018,46796,23854,0,7979,2017,80646
31/05/2018,46821,23970,0,7971,2015,80777
08/06/2018,46841,23998,0,7984,2019,80842
15/06/2018,47053,23722,0,7938,2007,80720
23/06/2018,47168,23863,0,7940,2407,81378
29/06/2018,47589,23864,0,7913,2399,81765
08/07/2018,47713,24004,0,7928,2404,82049
15/07/2018,47851,23880,0,7887,2391,82009
23/07/2018,47814,23305,0,7949,2374,81442
31/07/2018,48232,23268,0,7943,2374,81817
08/08/2018,48363,23047,0,7899,2361,81670
15/08/2018,48655,22682,0,7825,2337,81499
23/08/2018,48462,22604,0,7901,2360,81327
31/08/2018,48173,22771,0,7926,2368,81238
08/09/2018,47791,22656,0,7919,2365,80731
15/09/2018,48035,22786,0,7934,2370,81125
23/09/2018,47781,22913,0,7948,2374,81016
28/09/2018,47752,22682,0,7892,2357,80683
08/10/2018,48089,22540,0,7917,2350,80896
15/10/2018,48185,22722,0,7955,2362,81224
23/10/2018,48448,22991,0,7911,2349,81699
31/10/2018,48930,22812,0,7866,2480,82088
08/11/2018,48961,23188,0,7900,2491,82540
15/11/2018,48771,23467,0,7867,2479,82584
23/11/2018,48057,23744,0,7889,2487,82177
30/11/2018,47932,23703,0,7891,2482,82008
08/12/2018,48778,23869,0,7905,2486,83038
15/12/2018,49350,23818,0,7867,2389,83424
23/12/2018,48893,23928,0,7921,2699,83441
31/12/2018,49090,24189,0,7941,2706,83926
08/01/2019,49127,24161,0,7956,2674,83918
15/01/2019,48796,24174,0,8246,2677,83893
23/01/2019,49022,24054,0,8227,2671,83974
31/01/2019,52450,24458,0,8277,2687,87872
08/02/2019,52322,24233,0,8218,2658,87431
15/02/2019,52194,24143,0,8199,2650,87186
23/02/2019,51989,24277,0,8229,2660,87155
28/02/2019,49023,24459,0,8266,2672,84420
08/03/2019,49180,24212,0,8200,2650,84242
15/03/2019,49567,24467,0,8233,2661,84928
23/03/2019,49023,24480,0,8229,2660,84392
29/03/2019,48271,24268,0,8209,2653,83401
08/04/2019,48148,24389,0,8205,2652,83394
15/04/2019,47810,24392,0,8222,2976,83400
23/04/2019,48834,23952,0,8203,2969,83958
30/04/2019,49362,24040,0,8464,2966,84832
08/05/2019,49637,24056,0,8462,2965,85120
15/05/2019,49860,24026,0,8443,2958,85287
23/05/2019,50096,23942,0,8414,2946,85398
31/05/2019,50394,24009,0,8353,2948,85704
08/06/2019,50502,24329,0,8389,2905,86125
15/06/2019,50350,24060,0,8388,2904,85702
23/06/2019,50308,24512,0,8436,2913,86169
28/06/2019,50205,24722,0,8454,2919,86300
08/07/2019,50329,24488,0,8399,2900,86116
15/07/2019,50459,24625,0,8405,2907,86396
23/07/2019,50214,23716,0,8371,3054,85355
31/07/2019,50189,23579,0,8344,3148,85260
08/08/2019,50593,23945,0,8348,3149,86035
15/08/2019,50625,23922,0,8345,3145,86037
23/08/2019,50262,24249,0,8318,3135,85964
30/08/2019,50478,24230,0,8308,3132,86148
08/09/2019,50352,24293,0,8312,3133,86090
15/09/2019,49738,24236,0,8337,3143,85454
23/09/2019,49923,24372,0,8304,3130,85729
30/09/2019,49662,24179,0,8277,3120,85238
08/10/2019,49533,24430,0,8295,3127,85385
15/10/2019,48848,24627,0,8323,3137,84935
23/10/2019,49036,24393,0,8356,3149,84934
31/10/2019,49425,24558,0,8375,3157,85515
08/11/2019,48877,24155,0,8495,3143,84670
15/11/2019,49016,24545,0,8507,3146,85214
23/11/2019,48977,24464,0,8512,3147,85100
29/11/2019,48941,24480,0,8498,3094,85013
08/12/2019,48805,24507,0,8534,3107,84953
15/12/2019,48923,24920,0,8535,3119,85497
23/12/2019,48626,24655,0,8488,3143,84912
31/12/2019,48646,24967,0,8527,3157,85297
08/01/2020,48563,24894,0,8519,3154,85130
15/01/2020,48633,23072,0,8518,3154,83377
23/01/2020,51380,22971,0,8507,3150,86008
31/01/2020,51908,22929,0,8491,3144,86472
08/02/2020,52026,22707,0,8454,3104,86291
15/02/2020,52006,22796,0,8438,3097,86337
23/02/2020,51964,22851,0,8407,3085,86307
28/02/2020,52755,23240,0,8463,3110,87568
08/03/2020,53240,23948,0,8581,3153,88922
15/03/2020,52549,23043,0,8493,3121,87206
23/03/2020,51766,21947,0,8294,3048,85055
31/03/2020,51886,22724,0,8410,3080,86100
08/04/2020,52584,22402,0,8394,3238,86618
15/04/2020,52696,22673,0,8422,3248,87039
23/04/2020,52320,22399,0,8345,3367,86431
30/04/2020,52701,22850,0,8387,3384,87322
08/05/2020,53488,22635,0,8371,3642,88136
15/05/2020,53333,22459,0,8347,3698,87837
23/05/2020,52172,22690,0,8387,3716,86965
29/05/2020,52199,23016,0,8424,3733,87372
08/06/2020,51330,23467,0,8559,3824,87180
15/06/2020,52079,23612,0,8557,3823,88071
23/06/2020,51242,23714,0,8571,3829,87356
30/06/2020,51047,23649,0,8534,4047,87277
08/07/2020,51626,24010,0,8575,4066,88277
15/07/2020,51978,24225,0,8626,4104,88933
23/07/2020,52043,24859,0,8661,4115,89678
31/07/2020,52027,25442,0,8766,4165,90400
08/08/2020,52266,25408,0,8753,4159,90586
15/08/2020,52056,25508,0,8746,4155,90465
23/08/2020,51198,25545,0,8758,4161,89662
31/08/2020,51001,25908,0,8803,4183,89895
08/09/2020,51258,25826,0,8759,4161,90004
15/09/2020,50506,25874,0,8789,4149,89318
23/09/2020,50879,25672,0,8734,4123,89408
30/09/2020,51347,25969,0,8719,4122,90157
08/10/2020,51227,26208,0,8743,4346,90524
15/10/2020,50870,26106,0,8743,4346,90065
23/10/2020,50447,26670,0,8793,4371,90281
30/10/2020,51276,26506,0,8744,4346,90872
08/11/2020,51203,27072,0,8822,4385,91482
15/11/2020,51193,27043,0,8795,4371,91402
23/11/2020,51413,27080,0,8844,4395,91732
30/11/2020,51179,27301,0,8859,4403,91742
08/12/2020,50615,27604,0,8893,4563,91675
15/12/2020,50141,27529,0,8872,4571,91113
23/12/2020,49304,27408,0,8886,4722,90320
31/12/2020,49236,27584,0,8886,4722,90428
08/01/2021,49384,27323,0,8807,4667,90181
15/01/2021,49164,26734,0,8778,4652,89328
22/01/2021,48846,26747,0,8791,4659,89043
23/01/2021,48846,26747,0,8791,4659,89043
29/01/2021,49007,26666,0,8781,4653,89107
08/02/2021,48917,26475,0,8750,4637,88779
15/02/2021,48750,26619,0,8769,4653,88791
23/02/2021,47159,26519,0,8789,4663,87130
26/02/2021,46707,26210,0,8760,4648,86325
08/03/2021,45661,25783,0,8676,4603,84723
