date,V36653,V36655,V36656,V36657,V36658,V36654,V1160914547,V1038100657,V36652,v1146067265,V1160914548,v1146067266,v1146067267,V1160914549,V36663,V36670,V41550172,V36660,V36661,V1210799372,V36659,V36651,V36672,V36677,V41886561,V36681,V41886562,V1210798116,V36682,V36684,V41886563,V36671
01/03/1992,14609,3828,1047,2041,1974,8889,,,23498,,,,,,185,413,0,193,211,,481,24568,22020,13,1607,471,,,67,388,,24568
01/04/1992,12921,3906,954,2084,1931,8875,,,21796,,,,,,763,0,0,2281,250,,507,25596,22311,18,2136,629,,,102,401,,25596
01/05/1992,12827,3906,1086,2026,1867,8885,,,21712,,,,,,669,196,0,2459,173,,539,25553,22638,17,1927,574,,,24,373,,25553
01/06/1992,13386,3779,1031,2026,1867,8703,,,22089,,,,,,144,169,0,2799,312,,511,25854,23547,15,1044,710,,,160,378,,25854
01/07/1992,15703,3488,1041,2017,1867,8412,,,24115,,,,,,278,386,0,733,381,,519,26028,23658,15,1279,468,,,237,370,,26028
01/08/1992,15833,3488,1066,2017,1891,8462,,,24295,,,,,,201,687,0,608,225,,525,25853,23437,15,1476,506,,,74,345,,25853
01/09/1992,17410,3283,1066,2042,1916,8307,,,25717,,,,,,306,728,0,3,306,,478,26810,23553,90,2115,545,,,151,356,,26810
01/10/1992,15001,3425,1073,1955,2157,8609,,,23610,,,,,,118,1488,0,2084,286,,489,26588,23349,14,2326,457,,,146,295,,26588
01/11/1992,14217,3340,1063,1860,1920,8182,,,22399,,,,,,45,78,0,2969,320,,512,26245,23709,10,1526,512,,,171,317,,26245
01/12/1992,14394,3210,983,1938,1843,7973,,,22367,,,,,,224,0,0,4178,173,,500,27442,25609,20,1206,513,,,28,66,,27442
01/01/1993,13358,3210,983,1938,1843,7974,,,21332,,,,,,497,0,0,2098,200,,526,24653,23165,11,792,413,,,82,190,,24653
01/02/1993,12429,2961,982,2029,1728,7699,,,20129,,,,,,143,0,0,3835,299,,572,24977,23009,17,1050,400,,,181,320,,24977
01/03/1993,13134,3124,993,1850,1728,7694,,,20828,,,,,,200,0,0,4240,232,,505,26006,23123,16,1972,419,,,114,362,,26006
01/04/1993,15309,3070,1018,1850,1728,7666,,,22975,,,,,,88,0,0,1773,271,,460,25567,23357,15,1203,531,,,146,315,,25567
01/05/1993,14916,2930,907,1860,1753,7449,,,22364,,,,,,180,0,0,3368,334,,489,26735,24194,12,1518,469,,,210,333,,26735
01/06/1993,16112,2853,716,1889,1724,7182,,,23294,,,,,,292,253,0,3234,145,,457,27422,24909,13,1708,443,,,18,331,,27422
01/07/1993,15733,2720,716,1889,1724,7049,,,22782,,,,,,200,331,0,3621,191,,510,27303,25158,12,1314,428,,,66,324,,27303
01/08/1993,16378,2746,691,1889,1724,7049,,,23428,,,,,,291,0,0,3181,142,,499,27540,25142,15,1414,585,,,14,370,,27540
01/09/1993,17673,2580,696,1879,1724,6880,,,24552,,,,,,90,0,0,1633,318,,444,27038,24831,18,1274,370,,,189,356,,27038
01/10/1993,16566,2457,671,1959,1602,6689,,,23255,,,,,,354,67,0,3257,189,,426,27481,24923,11,1711,490,,,62,283,,27481
01/11/1993,16580,2458,671,1959,1599,6687,,,23266,,,,,,236,231,0,3160,230,,456,27349,25215,14,1285,449,,,78,307,,27349
01/12/1993,16816,2368,773,1903,1578,6622,,,23437,,,,,,131,126,0,4685,307,,484,29045,27237,9,1094,499,,,157,49,,29045
01/01/1994,18373,2368,773,1904,1602,6647,,,25020,,,,,,247,402,0,356,393,,470,26486,24758,15,878,436,,,241,158,,26486
01/02/1994,19727,2159,773,2080,1426,6438,,,26165,,,,,,410,917,0,56,227,,470,27328,24720,384,1312,590,,,74,248,,27328
01/03/1994,19852,2078,781,2056,1426,6340,,,26193,,,,,,28,225,0,947,478,,430,28077,25103,12,1772,536,,,320,333,,28077
01/04/1994,18158,1985,781,2081,1426,6273,,,24430,,,,,,209,0,0,2024,230,,415,27309,25084,7,1396,433,,,75,313,,27309
01/05/1994,18795,2046,659,2081,1426,6212,,,25007,,,,,,125,145,0,2660,239,,445,28476,25928,10,1633,486,,,82,335,,28476
01/06/1994,19920,2002,659,2133,1374,6168,,,26088,,,,,,339,519,0,900,247,,402,27976,26443,15,527,536,,,91,364,,27976
01/07/1994,19002,1971,649,2133,1374,6128,,,25130,,,,,,585,466,0,2063,283,,440,28500,26673,12,757,548,,,126,383,,28500
01/08/1994,16887,1972,649,2133,1423,6177,,,23064,,,,,,299,0,0,4063,430,,478,28334,26561,14,571,547,,,280,361,,28334
01/09/1994,16858,1947,674,2109,1423,6153,,,23011,,,,,,402,124,0,3484,344,,428,27668,26047,11,575,473,,,197,365,,27668
01/10/1994,18349,2113,710,1975,1365,6162,,,24511,,,,,,203,880,0,2566,247,,422,27949,26171,11,875,440,,,99,353,,27949
01/11/1994,19504,1958,710,1975,1360,6002,,,25507,,,,,,150,954,0,1344,216,,432,27649,26258,16,523,421,,,66,364,,27649
01/12/1994,19147,1879,879,1831,1340,5929,,,25076,,,,,,447,435,0,3575,525,,427,30050,28329,26,619,640,,,373,62,,30050
01/01/1995,18046,2112,879,1831,1340,6162,,,24208,,,,,,446,734,0,1872,556,,449,27531,25779,15,620,698,,,237,183,,27531
01/02/1995,17867,2182,855,1831,1340,6208,,,24075,,,,,,474,2121,0,1810,951,,452,27761,25643,15,463,1024,,,300,316,,27761
01/03/1995,16003,1728,833,1738,1275,5574,,,21577,,,,,,84,0,0,4530,656,,437,27285,25408,10,304,1026,,,172,365,,27285
01/04/1995,19074,1855,858,1738,1300,5752,,,24825,,,,,,484,853,0,1485,539,,396,27729,25835,13,706,745,,,59,371,,27729
01/05/1995,17809,1696,884,1712,1300,5592,,,23401,,,,,,73,131,0,3774,765,,448,28461,26416,12,545,787,,,284,417,,28461
01/06/1995,16673,1732,884,1737,1300,5653,,,22326,,,,,,317,307,0,5350,555,,435,28982,27301,9,388,764,,,73,446,,28982
01/07/1995,17422,1610,989,1632,1300,5531,,,22953,,,,,,284,0,0,4545,665,,441,28887,26859,12,607,778,,,184,447,,28887
01/08/1995,19873,2379,989,1632,1300,6300,,,26173,,,,,,267,2006,0,1837,793,,444,29513,27210,15,744,853,,,315,376,,29513
01/09/1995,18409,1595,1061,1598,1253,5507,,,23916,,,,,,537,0,0,3070,598,,422,28543,26487,16,708,881,,,120,331,,28543
01/10/1995,16286,1593,1118,1851,1253,5815,,,22101,,,,,,303,723,0,5509,562,,432,28908,26906,15,776,650,,,201,360,,28908
01/11/1995,17806,2174,1398,1623,1253,6448,,,24254,,,,,,146,1796,0,3740,405,,445,28991,26614,12,1410,578,,,42,334,,28991
01/12/1995,18072,1524,913,1627,1228,5292,,,23364,,,,,,545,0,0,5293,548,,450,30201,28778,18,518,629,,,185,73,,30201
01/01/1996,19932,1664,1016,1753,1228,5661,,,25594,,,,,,148,1005,0,1185,191,,420,27538,26111,10,670,506,,,43,198,,27538
01/02/1996,19589,1976,1048,1777,1305,6106,,,25694,,,,,,185,1471,0,1607,260,,433,28179,26021,12,1291,424,,,113,318,,28179
01/03/1996,19313,1410,1009,1483,1192,5094,,,24407,,,,,,75,0,0,2328,406,,398,27614,25889,10,719,441,,,259,297,,27614
01/04/1996,20472,1534,1034,1483,1192,5243,,,25714,,,,,,754,928,0,850,195,,378,27891,26348,13,743,438,,,49,300,,27891
01/05/1996,20370,1299,1232,1373,1279,5183,,,25552,,,,,,99,361,0,1555,199,,404,27809,26615,9,473,384,,,52,276,,27809
01/06/1996,20495,1132,1164,1541,1217,5053,,,25548,,,,,,342,516,0,2743,289,,397,29319,27674,13,846,400,,,143,242,,29319
01/07/1996,19937,1132,1443,1660,1217,5451,,,25388,,,,,,352,0,0,2404,274,,449,28867,27428,11,723,359,,,127,219,,28867
01/08/1996,19090,1486,1139,1660,1600,5885,,,24975,,,,,,633,101,0,2788,395,,438,29229,27709,9,672,351,,,247,241,,29229
01/09/1996,19364,2141,1782,1527,1884,7334,,,26698,,,,,,190,1628,0,1718,172,,408,29186,27101,9,1444,346,,,25,260,,29186
01/10/1996,19052,2737,1859,1599,1880,8075,,,27127,,,,,,132,1989,0,1783,246,,426,29713,27167,7,1811,344,,,101,281,,29713
01/11/1996,17839,2106,1942,1607,2208,7863,,,25702,,,,,,96,702,0,2021,224,,464,28507,27147,6,696,292,,,79,287,,28507
01/12/1996,17417,2328,2167,1519,1949,7963,,,25380,,,,,,554,0,0,3942,239,,469,30584,29109,11,960,348,,,91,65,,30584
01/01/1997,16606,2452,2569,1519,1949,8489,,,25095,,,,,,519,253,0,1642,204,,464,27924,26800,8,599,296,,,59,162,,27924
01/02/1997,16569,3315,2011,1420,2823,9569,,,26138,,,,,,291,1141,0,1176,388,,489,28483,26761,8,941,277,,,241,255,,28483
01/03/1997,15910,3396,1952,2044,2702,10094,,,26005,,,,,,789,1000,0,1457,226,,432,28909,27229,11,862,378,,,77,352,,28909
01/04/1997,15668,3209,1996,1669,2510,9384,,,25052,,,,,,878,0,0,2580,324,,445,29280,27349,8,1098,293,,,174,358,,29280
01/05/1997,15841,3657,2080,1605,3096,10438,,,26280,,,,,,195,846,0,2203,159,,532,29369,27748,11,973,279,,,11,347,,29369
01/06/1997,15930,4368,2033,3270,1970,11642,,,27572,,,,,,336,1506,0,2198,156,,463,30725,28755,12,1303,292,,,8,354,,30725
01/07/1997,15756,3740,2054,3502,2455,11752,,,27508,,,,,,209,1605,0,2047,198,,515,30476,28789,11,984,283,,,50,359,,30476
01/08/1997,15319,3742,1927,3420,2548,11637,,,26956,,,,,,63,589,0,2703,158,,535,30415,29032,10,687,295,,,10,380,,30415
01/09/1997,14895,3978,3096,2712,2719,12505,,,27400,,,,,,746,764,0,1758,185,,448,30538,28441,12,1372,307,,,37,369,,30538
01/10/1997,15975,3931,3180,2569,2723,12403,,,28378,,,,,,69,1477,0,1325,356,,482,30610,28498,18,1185,318,,,205,385,,30610
01/11/1997,15200,3865,3075,2538,2985,12463,,,27663,,,,,,317,726,0,1882,173,,557,30592,28729,13,1144,309,,,21,377,,30592
01/12/1997,14065,4166,3423,2393,2984,12965,,,27030,,,,,,363,0,0,3434,386,,535,31749,30542,41,564,278,,,231,94,,31749
01/01/1998,14030,4280,3422,2579,3236,13518,,,27548,,,,,,47,754,0,1534,468,,571,30167,28569,14,823,262,,,311,188,,30167
01/02/1998,13674,4740,3540,2276,4563,15119,,,28792,,,,,,90,1864,0,1258,419,,591,31150,28405,13,1801,369,,,266,296,,31150
01/03/1998,13247,4657,3331,2783,3480,14251,,,27497,,,,,,51,552,0,1304,197,,447,29497,28481,11,351,269,,,44,341,,29497
01/04/1998,12978,4647,3439,2677,3958,14721,,,27699,,,,,,369,814,0,1675,474,,511,30728,28918,14,854,254,,,320,367,,30728
01/05/1998,12934,4676,3221,2677,4249,14823,,,27757,,,,,,119,246,0,1700,313,,617,30506,29398,8,311,257,,,157,376,,30506
01/06/1998,13065,5321,3369,4856,2488,16034,,,29099,,,,,,224,933,0,1954,326,,508,32111,30364,8,866,293,,,169,412,,32111
01/07/1998,12994,5105,3230,4654,2737,15726,,,28720,,,,,,666,580,0,2113,341,,586,32426,30721,17,765,319,,,179,425,,32426
01/08/1998,12999,5323,3274,4599,3267,16463,,,29462,,,,,,596,877,0,1360,307,,604,32328,30421,17,1095,256,,,138,399,,32328
01/09/1998,12761,6400,3537,4036,2834,16806,,,29567,,,,,,274,875,0,1477,306,,482,32105,30439,13,875,252,,,142,384,,32105
01/10/1998,13125,6577,3326,3997,3363,17262,,,30387,,,,,,53,1664,0,1570,298,,580,32888,30455,7,1640,257,,,132,397,,32888
01/11/1998,12788,6574,3372,3844,3707,17497,,,30285,,,,,,364,1109,0,708,316,,660,32332,30638,9,863,262,,,150,409,,32332
01/12/1998,10564,6302,3686,3767,3427,17182,,,27746,,,,,,656,0,0,4456,327,,624,33809,32638,11,652,244,,,162,103,,33809
01/01/1999,11735,6447,3761,3767,3690,17665,,,29401,,,,,,322,485,0,924,360,,655,31662,30366,14,621,259,,,200,202,,31662
01/02/1999,11702,6639,3813,3589,4275,18317,,,30019,,,,,,1200,1006,0,1509,355,,676,33760,30240,17,2739,243,,,192,329,,33760
01/03/1999,11660,6569,3639,3977,4198,18382,,,30042,,,,,,737,1067,0,1158,323,,538,32799,30882,12,1115,246,,,160,385,,32799
01/04/1999,11518,6448,3595,4271,4332,18646,,,30164,,,,,,621,1189,0,1273,317,,617,32992,30834,14,1407,241,,,160,335,,32992
01/05/1999,11184,6445,3772,4049,5026,19293,,,30477,,,,,,875,1123,0,2366,310,,759,34787,31469,10,2562,241,,,152,353,,34787
01/06/1999,10947,6937,3583,6031,3457,20009,,,30956,,,,,,1137,1067,0,1721,332,,563,34710,32351,11,1474,311,,,175,387,,34710
01/07/1999,11067,6775,3729,5952,3537,19993,,,31061,,,,,,1222,1107,0,1906,258,,645,35092,32734,9,1590,306,,,97,357,,35092
01/08/1999,11075,6509,3724,6244,4067,20544,,,31619,,,,,,641,1107,0,856,303,,686,34105,32406,5,939,242,,,143,369,,34105
01/09/1999,11041,7831,3744,5072,4132,20779,,,31820,,,,,,642,1794,0,1675,289,,612,35038,32563,8,1688,236,,,132,410,,35038
01/10/1999,11695,7741,3755,5442,3986,20924,,,32618,,,,,,516,1514,0,1492,310,,669,35605,32680,13,2144,237,,,153,379,,35605
01/11/1999,11721,7244,3706,5439,3913,20302,,,32024,,,,,,702,1349,0,1537,276,,2088,36627,33903,16,1953,238,,,118,399,,36627
01/12/1999,12021,7515,3650,5414,3912,20491,,,32511,,,,,,561,3670,0,5131,610,,4250,43063,40143,12,1947,428,,,455,79,,43063
01/01/2000,11831,7515,3650,5413,3912,20491,,,32322,,,,,,782,1807,0,3,324,,2420,35850,32984,368,1829,280,,,167,221,,35850
01/02/2000,11517,7081,3535,5822,4275,20713,,,32231,,,,,,988,1017,0,3,301,,1699,35222,32460,264,1739,254,,,145,359,,35222
01/03/2000,10650,6581,3601,5782,4623,20587,,,31237,,,,,,796,969,0,1380,318,,1575,35306,32391,5,2042,277,,,162,430,,35306
01/04/2000,9940,6581,3602,5781,4908,20872,,,30812,,,,,,1030,962,0,2033,330,,1647,35852,32913,15,2079,267,,,169,409,,35852
01/05/2000,9550,6556,3602,6193,5295,21646,,,31197,,,,,,568,1269,0,1370,349,,2060,35544,33314,10,1393,255,,,186,387,,35544
01/06/2000,9333,6945,3573,7781,3706,22006,,,31339,,,,,,612,1083,0,2418,307,,1625,36301,34174,14,1233,349,,,146,386,,36301
01/07/2000,9338,6841,3574,7781,3706,21902,,,31239,,,,,,575,736,0,2079,325,,1364,35583,33855,12,899,251,,,163,402,,35583
01/08/2000,9534,6844,3575,8188,4099,22706,,,32240,,,,,,456,1854,0,792,328,,2574,36390,34485,13,1081,256,,,168,388,,36390
01/09/2000,9122,8568,3822,6488,4098,22976,,,32098,,,,,,431,888,0,1123,321,,1507,35480,33877,33,753,263,,,157,397,,35480
01/10/2000,8626,8689,3701,6513,4733,23637,,,32263,,,,,,370,478,0,1865,339,,1204,36040,33947,15,1236,255,,,173,412,,36040
01/11/2000,8461,9039,3702,6884,4733,24358,,,32818,,,,,,1173,1476,0,182,302,,2303,36779,34334,17,1595,268,,,135,429,,36779
01/12/2000,9135,8343,3703,6859,4732,23636,,,32771,,,,,,952,1358,0,3167,747,,1911,39548,36775,16,1771,267,,,584,134,,39548
01/01/2001,9623,8343,3704,6859,5121,24025,,,33648,,,,,,489,0,0,123,311,,655,35225,33760,12,784,280,,,148,241,,35225
01/02/2001,9908,8384,3528,7242,5120,24274,,,34183,,,,,,1236,0,0,3,308,,746,36475,33822,417,1434,273,,,142,388,,36475
01/03/2001,10519,8671,3591,7384,4914,24561,,,35080,,,,,,869,970,0,3,298,,1620,37870,33951,1509,1562,294,,,127,428,,37870
01/04/2001,10814,8671,3592,7384,5191,24837,,,35651,,,,,,694,367,0,190,314,,1120,37968,34389,1331,1392,276,,,147,433,,37968
01/05/2001,11076,8556,3593,7383,5572,25104,,,36180,,,,,,826,880,0,1536,325,,1743,40610,35438,3190,1116,271,,,158,438,,40610
01/06/2001,11230,8238,3542,9752,3578,25109,,,36339,,,,,,1321,675,0,1234,317,,1208,40419,36075,1619,1816,304,,,153,452,,40419
01/07/2001,11402,8240,3542,10119,3578,25479,,,36881,,,,,,710,251,0,459,349,,919,39318,35843,1557,1010,256,,,183,469,,39318
01/08/2001,11595,8593,3543,10501,3577,26215,,,37810,,,,,,563,0,0,1269,319,,799,40760,36445,2355,1058,263,,,150,490,,40760
01/09/2001,12086,9213,3452,8987,3577,25229,,,37315,,,,,,504,813,0,305,329,,1467,39920,35934,1796,1300,252,,,158,481,,39920
01/10/2001,12110,9170,3446,8935,4249,25799,,,37909,,,,,,353,0,0,3,293,,757,39315,36095,1037,1353,269,,,120,440,,39315
01/11/2001,12373,9518,3446,9308,4248,26521,,,38894,,,,,,1149,557,0,3,321,,1445,41812,36321,3283,1444,248,,,152,363,,41812
01/12/2001,12606,8800,3683,9046,4248,25777,,,38382,,,,,,647,1411,0,431,396,,1948,41804,38821,1005,1331,290,,,225,134,,41804
01/01/2002,12008,8800,3683,9045,4558,26086,,,38094,,,,,,840,458,0,3,330,,1133,40399,36028,2356,1335,275,,,159,247,,40399
01/02/2002,11504,8677,3683,9412,4928,26700,,,38204,,,,,,1198,1014,0,3,322,,1755,41482,36013,2975,1700,267,,,149,378,,41482
01/03/2002,11231,8989,3635,9395,4928,26946,,,38177,,,,,,1026,0,0,3,336,,643,40185,36648,1053,1621,277,,,164,421,,40185
01/04/2002,11339,8946,3635,9394,5274,27249,,,38588,,,,,,744,0,0,3,363,,765,40462,36535,1687,1348,289,,,193,411,,40462
01/05/2002,11706,9228,3635,9740,5274,27877,,,39583,,,,,,761,774,0,3,313,,1678,42338,37048,3309,1154,278,,,148,401,,42338
01/06/2002,12188,8508,4844,9621,4183,27157,,,39345,,,,,,815,842,0,3,317,,1377,41857,38637,1043,1309,327,,,152,387,,41857
01/07/2002,12752,8509,4844,9622,4467,27442,,,40194,,,,,,885,520,0,3,321,,1177,42579,39090,1253,1383,279,,,150,424,,42579
01/08/2002,13689,8813,4844,10358,4467,28481,,,42170,,,,,,670,0,0,3,321,,791,43954,39667,2267,1165,279,,,151,426,,43954
01/09/2002,13643,8989,4590,8906,4466,26951,,,40594,,,,,,934,0,0,3,336,,649,42516,38891,1326,1431,291,,,163,413,,42516
01/10/2002,13946,8990,4625,8870,4466,26951,,,40897,,,,,,705,420,0,3,318,,1188,43109,38742,2335,1202,274,,,149,407,,43109
01/11/2002,13610,9338,4625,9226,4824,28013,,,41623,,,,,,899,0,0,3,325,,887,43737,38721,2998,1199,277,,,163,379,,43737
01/12/2002,13113,8571,4599,9226,4823,27220,,,40333,,,,,,535,1905,0,3,679,,2410,43959,41147,535,1191,415,,,516,155,,43959
01/01/2003,12123,8572,4599,9226,5089,27486,,,39609,,,,,,637,628,0,3,311,,1269,41829,38303,1876,937,311,,,153,250,,41829
01/02/2003,11578,8457,4599,9581,5451,28088,,,39666,,,,,,979,0,0,3,311,,750,41709,38199,1398,1278,296,,,156,381,,41709
01/03/2003,11121,8869,4578,9539,5451,28437,,,39558,,,,,,542,0,0,3,300,,658,41059,38137,1221,842,292,,,146,421,,41059
01/04/2003,11240,8869,4578,9539,5450,28437,,,39677,,,,,,640,357,0,3,303,,1129,41751,38627,1193,1040,306,,,153,431,,41751
01/05/2003,11266,8870,4578,9539,5819,28806,,,40072,,,,,,861,531,0,3,294,,1454,42684,38993,1678,1162,304,,,152,395,,42684
01/06/2003,11930,8411,6153,9403,4728,28695,,,40625,,,,,,977,495,0,3,278,,1001,42883,39991,708,1277,335,,,137,434,,42883
01/07/2003,12324,8412,6152,9404,4986,28954,,,41278,,,,,,526,458,0,3,290,,1108,43205,40183,1295,824,296,,,140,466,,43205
01/08/2003,12365,8413,6152,9771,4986,29321,,,41686,,,,,,812,849,0,3,289,,1617,44406,40578,1828,1112,303,,,142,443,,44406
01/09/2003,12481,8715,6050,8710,4985,28460,,,40941,,,,,,579,0,0,3,278,,665,42465,39772,898,879,306,,,134,476,,42465
01/10/2003,12749,8646,6024,8684,5343,28697,,,41446,,,,,,1110,0,0,3,274,,785,43617,39969,1046,1710,315,,,135,442,,43617
01/11/2003,13183,8647,6024,8684,5343,28697,,,41881,,,,,,0,0,0,3,272,,917,43073,39973,1924,300,292,,,134,450,,43073
01/12/2003,12511,8534,5760,9028,5342,28665,,,41176,,,,,,0,1902,0,3,541,,2398,44118,42191,533,500,337,,,403,154,,44118
01/01/2004,11559,8535,5760,9028,5588,28912,,,40471,,,,,,0,0,0,3,277,,634,41384,39546,897,200,334,,,135,272,,41384
01/02/2004,11245,8359,5759,9366,5943,29427,,,40672,,,,,,4,0,0,3,287,,763,41728,39456,1140,205,379,,,143,406,,41728
01/03/2004,11230,8731,5759,9453,5838,29781,,,41011,,,,,,0,411,0,3,277,,1079,42369,39509,1679,200,364,,,136,481,,42369
01/04/2004,11444,8732,5759,9453,5838,29781,,,41225,,,,,,0,0,0,3,299,,795,42322,40086,1007,200,430,,,153,446,,42322
01/05/2004,11995,9012,5758,9784,6173,30727,,,42722,,,,,,16,0,0,3,285,,952,43977,40860,1964,216,352,,,143,443,,43977
01/06/2004,13046,9459,6043,9349,5123,29974,,,43020,,,,,,0,1033,0,3,283,,1539,44845,42080,864,907,389,,,145,459,,44845
01/07/2004,13018,9460,6043,9349,5339,30190,,,43208,,,,,,0,473,0,3,276,,1125,44612,42151,1333,200,359,,,136,433,,44612
01/08/2004,13064,9460,6042,10005,5338,30846,,,43909,,,,,,0,619,0,3,272,,1411,45595,41696,2744,200,398,,,133,424,,45595
01/09/2004,13316,9572,5911,8676,5338,29497,,,42814,,,,,,0,0,0,3,262,,666,43744,41845,819,200,356,,,127,398,,43744
01/10/2004,13775,9549,5912,8640,5544,29645,,,43420,,,,,,1,0,0,3,252,,803,44478,41706,1274,601,352,,,123,422,,44478
01/11/2004,14246,9549,5911,8954,5544,29958,,,44204,,,,,,0,0,0,3,250,,923,45380,41671,2618,200,361,,,124,406,,45380
01/12/2004,13629,9154,5910,8954,5543,29562,,,43191,,,,,,0,2519,0,3,513,,3024,46731,44241,1063,501,383,,,384,160,,46731
01/01/2005,12864,9154,5910,8954,5687,29705,,,42569,,,,,,0,576,0,3,261,,1210,44042,41382,1664,200,386,,,128,282,,44042
01/02/2005,12624,9154,5909,9258,5899,30221,,,42845,,,,,,5,0,0,3,255,,752,43860,41398,1345,206,380,,,123,408,,43860
01/03/2005,12790,9380,5891,9233,5899,30403,,,43193,,,,,,1,0,0,3,256,,686,44140,41753,1221,202,384,,,127,454,,44140
01/04/2005,12687,9380,5891,9233,5898,30402,,,43089,,,,,,1,0,0,3,262,,814,44169,41983,1041,201,367,,,129,449,,44169
01/05/2005,13919,9380,5890,9539,6112,30922,,,44841,,,,,,0,360,0,38,226,,1316,46421,42794,2488,200,363,,,129,446,,46421
01/06/2005,14659,10588,5946,8580,5445,30560,,,45218,,,,,,0,468,0,38,218,,968,46442,43813,1373,300,368,,,128,461,,46442
01/07/2005,14701,10587,5947,8580,5590,30704,,,45405,,,,,,0,0,0,38,221,,644,46308,44190,969,223,362,,,129,435,,46308
01/08/2005,15378,10587,5947,9103,5589,31226,,,46604,,,,,,0,0,0,38,216,,777,47635,43784,2723,200,346,,,127,455,,47635
01/09/2005,14846,10618,5769,7873,5589,29848,,,44693,,,,,,0,0,0,38,212,,674,45617,43591,937,200,346,,,125,417,,45617
01/10/2005,14924,10643,5768,7847,5588,29846,,,44770,,,,,,0,0,0,38,216,,816,45840,43567,344,400,366,,,126,1037,,45840
01/11/2005,15336,10643,5768,8128,5794,30333,,,45669,,,,,,5,0,0,38,328,,948,46988,43788,1593,54,347,,,240,966,,46988
01/12/2005,16385,10337,5768,8128,5793,30026,,,46411,,,,,,0,1297,0,38,88,,1783,48320,46078,911,50,422,,,0,859,,48320
01/01/2006,14479,10337,5768,8127,5943,30175,,,44654,,,,,,0,0,0,38,87,,622,45400,43439,1205,50,415,,,0,292,,45400
01/02/2006,14199,10336,5768,8406,6139,30650,,,44849,,,,,,0,0,0,38,87,,732,45706,43309,1475,50,453,,,0,420,,45706
01/03/2006,14168,10290,5957,8200,6138,30586,,,44753,,,,,,59,0,0,38,91,,688,45629,43568,1041,59,469,,,0,492,,45629
01/04/2006,14921,10290,5957,8200,6359,30805,,,45726,,,,,,35,0,0,38,87,,816,46703,44182,1590,35,429,,,0,467,,46703
01/05/2006,15981,10289,5958,8506,6358,31111,,,47092,,,,,,23,0,0,38,86,,959,48199,44717,2483,23,507,,,0,470,,48199
01/06/2006,16592,11409,6821,6787,5733,30750,,,47342,,,,,,25,721,0,38,88,,1189,48681,45952,1774,25,423,,,0,507,,48681
01/07/2006,16547,11408,6821,6787,5873,30889,,,47437,,,,,,33,0,0,38,90,,606,48203,45637,1613,33,415,,,0,505,,48203
01/08/2006,16939,11408,6821,7320,5873,31421,,,48360,,,,,,14,720,0,38,2,,1459,49872,46143,2789,13,415,,,0,512,,49872
01/09/2006,17333,11574,6675,6141,5872,30262,,,47595,,,,,,15,1121,0,38,5,,1809,49462,45807,2177,563,396,,,0,519,,49462
01/10/2006,17563,11559,6638,6141,6099,30437,,,47999,,,,,,0,2500,0,38,4,,3317,51358,45910,2655,1871,409,,,0,514,,51358
01/11/2006,17853,11797,6639,6439,6098,30973,,,48826,,,,,,19,1244,0,38,4,,2179,51066,46356,3762,19,405,,,0,524,,51066
01/12/2006,18121,10972,6639,6439,6097,30147,,,48268,,,,,,12,2854,0,38,3,,3305,51625,48762,2228,12,444,,,0,180,,51625
01/01/2007,17016,11114,6723,6494,6570,30901,,,47917,,,,,,54,0,18,38,2,,219,48249,45772,1625,54,454,,,0,344,,48249
01/02/2007,16768,11157,6751,6518,6599,31025,,,47793,,,,,,18,0,2,38,4,,216,48070,45719,1393,18,449,,,0,491,,48070
01/03/2007,17087,11118,6700,6542,6638,30998,,,48085,,,,,,159,0,18,38,7,,214,48521,46008,1354,160,450,,,0,549,,48521
01/04/2007,17460,11158,6729,6568,6929,31385,,,48845,,,,,,15,0,18,38,4,,215,49134,46632,1502,15,448,,,0,537,,49134
01/05/2007,19093,11553,6759,6895,6961,32168,,,51261,,,,,,0,696,18,38,4,,213,52230,47305,3909,25,449,,,0,541,,52230
01/06/2007,20893,11341,7100,5400,6088,29929,,,50822,,,,,,0,854,19,38,4,,215,51952,48437,2555,25,443,0,,0,474,17,51952
01/07/2007,20034,11390,7131,5422,6270,30213,,,50248,,,,,,14,0,18,38,3,,214,50536,47921,1581,40,474,0,,0,505,16,50536
01/08/2007,21414,11438,7456,5696,6300,30889,,,52303,,,,,,13,0,15,38,4,,215,52587,48711,2622,264,451,0,,0,497,43,52587
01/09/2007,20324,11503,6201,5712,6327,29743,,,50067,,,,,,0,1548,32,38,7,,214,51906,47980,1908,1039,439,0,,0,391,149,51906
01/10/2007,20181,11537,6203,5736,6608,30084,,,50265,,,,,,0,929,32,38,4,,212,51480,47843,2129,400,440,0,,0,526,141,51480
01/11/2007,20807,11914,6230,5758,6639,30542,,,51348,,,,,,0,1318,16,38,3,,211,52936,47952,3589,291,429,0,,0,519,156,52936
01/12/2007,20281,11091,6130,5651,6487,29360,,,49641,,,,,,1,3963,37,38,3,,213,53897,50565,1970,502,509,0,,0,196,155,53897
01/01/2008,20031,11137,6157,5673,6682,29649,,,49680,,,,,,31,0,37,38,4,,209,49999,47412,1422,181,490,0,,0,313,180,49999
01/02/2008,19184,11181,6183,5994,7118,30476,,,49660,,,,,,34,0,39,38,6,,209,49985,47329,1430,109,469,0,,0,461,187,49985
