date,V36653,V36655,V36656,V36657,V36658,V36654,V1160914547,V1038100657,V36652,v1146067265,V1160914548,v1146067266,v1146067267,V1160914549,V36663,V36670,V41550172,V36660,V36661,V1210799372,V36659,V36651,V36672,V36677,V41886561,V36681,V41886562,V1210798116,V36682,V36684,V41886563,V36671
01/04/1976,1888,2988,1533,650,678,5849,,,7737,,,,,,0,0,0,1918,39,,864,10559,6774,19,2879,86,,,34,768,,10559
01/05/1976,1886,3002,1493,650,675,5819,,,7705,,,,,,5,100,0,2214,28,,553,10504,6980,21,2947,101,,,21,433,,10504
01/06/1976,1810,3163,1352,650,738,5902,,,7711,,,,,,0,0,0,2254,211,,769,10946,7181,6,2952,90,,,148,570,,10946
01/07/1976,1805,3163,1352,650,733,5899,,,7704,,,,,,0,0,0,2228,84,,978,10995,7254,55,2937,76,,,21,652,,10995
01/08/1976,1902,3099,1564,650,771,6085,,,7986,,,,,,15,1,0,2116,79,,608,10806,7238,11,3069,82,,,15,391,,10806
01/09/1976,2023,3113,1564,650,771,6098,,,8122,,,,,,0,190,0,1997,96,,615,10830,7194,6,3024,71,,,3,532,,10830
01/10/1976,1855,2959,1577,994,761,6291,,,8146,,,,,,0,0,0,1725,98,,1033,11002,7206,17,3061,104,,,6,608,,11002
01/11/1976,2146,3005,1567,994,759,6326,,,8472,,,,,,6,176,0,2105,336,,840,11759,7367,16,3072,147,,,237,920,,11759
01/12/1976,2086,2917,1518,994,871,6300,,,8386,,,,,,23,89,0,2331,63,,1040,11843,7813,32,3169,124,,,56,649,,11843
01/01/1977,1796,2909,1475,994,871,6249,,,8045,,,,,,15,245,0,2595,85,,623,11362,7204,44,3397,136,,,80,501,,11362
01/02/1977,2073,3121,1706,907,994,6727,,,8800,,,,,,27,212,0,1658,44,,648,11176,7182,22,3215,111,,,37,608,,11176
01/03/1977,1890,3107,1706,903,994,6710,,,8600,,,,,,20,60,0,2110,38,,918,11687,7219,9,3344,150,,,32,931,,11687
01/04/1977,1909,3030,1820,895,1036,6782,,,8691,,,,,,0,0,0,2014,27,,1317,12049,7381,11,3512,131,,,22,991,,12049
01/05/1977,1967,3187,1820,1037,1080,7124,,,9092,,,,,,20,197,0,2081,10,,629,11830,7615,18,3442,125,,,2,627,,11830
01/06/1977,1691,3148,1791,1033,1075,7047,,,8738,,,,,,58,0,0,2125,16,,1195,12132,7745,25,3408,184,,,10,759,,12132
01/07/1977,1971,3018,2019,1017,1148,7202,,,9173,,,,,,0,0,0,1880,34,,1261,12348,7894,12,3417,190,,,29,808,,12348
01/08/1977,2405,3096,1949,1017,1148,7210,,,9615,,,,,,0,86,0,1832,17,,561,12024,7893,9,3459,173,,,11,478,,12024
01/09/1977,2094,2964,2048,1139,1228,7378,,,9472,,,,,,37,0,0,1373,10,,1216,12107,7815,10,3406,168,,,4,703,,12107
01/10/1977,2790,3192,1949,1139,1326,7607,,,10397,,,,,,3,114,0,776,281,,1047,12503,7914,14,3499,292,,,96,689,,12503
01/11/1977,2799,3191,1949,1139,1326,7606,,,10405,,,,,,0,151,0,1184,93,,620,12303,8050,9,3517,104,,,74,550,,12303
01/12/1977,2418,3468,1680,1230,1430,7807,,,10225,,,,,,40,0,0,1842,120,,1189,13416,8639,26,3704,132,,,100,816,,13416
01/01/1978,2062,3470,1680,1230,1418,7797,,,9859,,,,,,0,100,0,1802,109,,701,12471,8015,4,3840,108,,,23,480,,12471
01/02/1978,2571,3703,1452,1325,1502,7982,,,10553,,,,,,60,116,0,1286,202,,847,12948,8008,7,3804,96,,,124,910,,12948
01/03/1978,2908,3655,1432,1327,1501,7915,,,10823,,,,,,2,0,0,974,158,,1484,13439,7993,23,3844,123,,,78,1378,,13439
01/04/1978,3025,3724,1509,1328,1549,8109,,,11134,,,,,,15,0,0,743,418,,1474,13783,8054,25,3882,171,,,333,1318,,13783
01/05/1978,2187,3764,1660,1328,1597,8348,,,10536,,,,,,56,136,0,1688,143,,695,13119,8373,9,3938,120,,,60,619,,13119
01/06/1978,2005,4062,1331,1338,1587,8317,,,10323,,,,,,52,0,0,1735,346,,1348,13804,8571,26,4037,126,,,264,779,,13804
01/07/1978,2878,3768,1528,1338,1704,8338,,,11216,,,,,,38,214,0,1253,148,,888,13541,8646,8,3984,163,,,66,675,,13541
01/08/1978,3440,3768,1585,1334,1816,8503,,,11943,,,,,,10,0,0,675,97,,654,13380,8678,14,4069,124,,,17,476,,13380
01/09/1978,3323,3768,2113,806,1827,8514,,,11838,,,,,,44,0,0,565,191,,1825,14464,8652,339,4063,107,,,104,1198,,14464
01/10/1978,4284,3641,2113,934,1878,8567,,,12850,,,,,,0,0,0,516,1548,,1286,16200,8801,536,4209,79,,,1462,1112,,16200
01/11/1978,3187,3662,2094,934,1878,8568,,,11755,,,,,,42,0,0,1186,187,,721,13889,8835,13,4310,66,,,92,572,,13889
01/12/1978,3489,3362,2214,882,1977,8434,,,11924,,,,,,0,0,0,1591,214,,1378,15106,9540,29,4292,93,,,122,1030,,15106
01/01/1979,3688,3376,2220,882,1811,8289,,,11976,,,,,,40,51,0,1119,117,,760,14012,8731,6,4548,80,,,26,622,,14012
01/02/1979,3103,3581,2052,967,1720,8320,,,11423,,,,,,82,296,0,1498,150,,1139,14291,8709,12,4392,82,,,48,1049,,14291
01/03/1979,3934,3594,2052,1100,1950,8696,,,12630,,,,,,0,0,0,486,586,,1289,14992,8638,111,4569,120,,,513,1041,,14992
01/04/1979,3954,3728,1807,1012,1525,8073,,,12027,,,,,,102,215,0,1531,176,,1005,14841,8864,8,4738,89,,,87,1055,,14841
01/05/1979,3837,3705,1808,1012,1955,8480,,,12317,,,,,,5,4,0,1230,187,,774,14513,9106,12,4557,83,,,93,661,,14513
01/06/1979,3459,3593,2107,818,2059,8577,,,12036,,,,,,24,0,0,1367,281,,1631,15338,9426,19,4572,103,,,185,1033,,15338
01/07/1979,4407,4050,1906,818,2233,9006,,,13413,,,,,,7,230,0,737,108,,724,14989,9550,12,4673,85,,,19,650,,14989
01/08/1979,4125,4034,1975,818,2536,9364,,,13489,,,,,,0,0,0,394,195,,1558,15636,9485,74,4524,80,,,113,1360,,15636
01/09/1979,3625,4047,1972,818,2560,9397,,,13022,,,,,,125,0,0,732,342,,2161,16381,9398,27,4789,104,,,229,1833,,16381
01/10/1979,3919,4035,1946,970,2663,9613,,,13532,,,,,,0,0,0,622,178,,800,15133,9552,13,4614,77,,,96,782,,15133
01/11/1979,3339,3739,1419,985,2671,8815,,,12154,,,,,,159,0,0,1366,174,,1713,15566,9449,20,5037,84,,,60,916,,15566
01/12/1979,4240,3768,1574,1044,2925,9311,,,13551,,,,,,117,0,0,1169,231,,678,15746,10315,25,4738,107,,,136,423,,15746
01/01/1980,3844,3769,1585,1033,2890,9277,,,13121,,,,,,4,28,0,620,138,,937,14821,9384,13,4785,87,,,52,499,,14821
01/02/1980,3684,3485,1540,1056,3274,9356,,,13039,,,,,,0,0,0,411,191,,1369,15010,9292,14,4455,85,,,102,1063,,15010
01/03/1980,4462,3643,1774,1056,3366,9840,,,14302,,,,,,70,212,0,316,527,,2031,17245,9329,978,4980,85,,,439,1434,,17245
01/04/1980,3529,3302,1765,1056,3367,9490,,,13019,,,,,,10,173,0,1258,144,,1274,15705,9489,14,4797,171,,,26,1207,,15705
01/05/1980,3584,3661,1286,1133,3390,9470,,,13054,,,,,,211,84,0,1419,162,,1672,16516,9734,24,5360,140,,,78,1179,,16516
01/06/1980,4280,3618,1251,1403,3577,9850,,,14130,,,,,,19,29,0,859,116,,831,15956,9946,12,5118,101,,,17,762,,15956
01/07/1980,4723,3679,1488,1272,3632,10070,,,14793,,,,,,10,309,0,296,109,,828,16035,10069,10,4967,122,,,15,852,,16035
01/08/1980,4992,3645,1488,1434,3723,10290,,,15282,,,,,,0,0,0,218,236,,1740,17476,10098,170,5048,110,,,137,1914,,17476
01/09/1980,4665,4206,929,1430,3719,10284,,,14949,,,,,,16,0,0,256,137,,734,16091,10127,11,5175,111,,,32,636,,16091
01/10/1980,4314,4110,1214,1323,3806,10453,,,14766,,,,,,0,0,0,509,134,,1636,17044,10114,42,5142,131,,,42,1573,,17044
01/11/1980,4381,4111,1201,1324,3806,10442,,,14823,,,,,,50,0,0,932,186,,1800,17791,10198,35,5637,106,,,80,1735,,17791
01/12/1980,5252,3893,1520,1224,3905,10541,,,15794,,,,,,16,116,0,396,284,,824,17313,11108,59,5466,85,,,178,415,,17313
01/01/1981,4337,3887,1520,1224,3906,10536,,,14874,,,,,,0,26,0,135,166,,1938,17112,10031,124,5484,81,,,57,1335,,17112
01/02/1981,4073,3773,1639,1224,4052,10688,,,14761,,,,,,109,0,0,240,120,,2091,17321,10016,333,5313,91,,,8,1562,,17321
01/03/1981,3946,3789,1932,1224,4209,11154,,,15100,,,,,,50,148,0,904,184,,1925,18162,10128,604,5773,88,,,66,1502,,18162
01/04/1981,4341,3788,1862,1225,4210,11085,,,15426,,,,,,65,46,0,195,186,,1137,17010,10278,11,5394,77,,,74,1176,,17010
01/05/1981,4243,3775,2010,1225,4210,11221,,,15464,,,,,,185,0,0,95,164,,2552,18461,10501,179,5493,101,,,53,2136,,18461
01/06/1981,5084,3592,2100,1225,4339,11257,,,16342,,,,,,56,0,0,90,199,,937,17623,10835,181,5429,118,,,87,974,,17623
01/07/1981,4933,3653,2263,1226,4415,11557,,,16489,,,,,,0,0,0,51,201,,2628,19369,10883,1141,5125,95,,,83,2041,,19369
01/08/1981,5084,3766,2152,1226,4415,11560,,,16644,,,,,,0,215,0,51,316,,1329,18340,10784,265,5312,92,,,191,1696,,18340
01/09/1981,4161,3766,2153,1226,4415,11560,,,15722,,,,,,36,0,0,537,173,,914,17381,10793,9,5516,101,,,50,910,,17381
01/10/1981,4027,4001,2316,979,4416,11711,,,15738,,,,,,0,0,0,3,206,,2076,18023,10670,51,5406,134,,,87,1674,,18023
01/11/1981,4654,3971,2317,979,4416,11682,,,16336,,,,,,390,232,0,3,182,,1329,18240,10672,56,5941,234,,,64,1272,,18240
01/12/1981,5246,4185,2088,979,4416,11669,,,16915,,,,,,38,0,0,3,172,,2026,19154,11636,384,5278,190,,,52,1614,,19154
01/01/1982,4339,4198,2077,980,4417,11672,,,16011,,,,,,50,0,0,3,159,,2184,18407,10560,48,6075,114,,,36,1574,,18407
01/02/1982,4160,4009,2137,981,4419,11546,,,15706,,,,,,69,0,0,62,157,,2226,18220,10480,29,5841,138,,,28,1703,,18220
01/03/1982,4814,4185,2235,982,4494,11895,,,16709,,,,,,0,191,0,3,172,,1649,18533,10652,1047,5255,115,,,47,1418,,18533
01/04/1982,4227,3830,2235,982,4495,11542,,,15769,,,,,,0,0,0,3,227,,2508,18507,10726,264,5171,101,,,91,2153,,18507
01/05/1982,4331,4210,1973,982,4519,11684,,,16015,,,,,,0,154,0,3,176,,1211,17404,11100,65,4724,131,,,45,1338,,17404
01/06/1982,4583,4230,2051,1040,4519,11839,,,16423,,,,,,42,0,0,3,781,,1088,18336,11539,216,4551,119,,,644,1267,,18336
01/07/1982,3397,4396,2314,767,4520,11996,,,15393,,,,,,274,30,0,758,176,,2475,19076,11589,30,5335,135,,,14,1972,,19076
01/08/1982,3329,4460,2459,767,4520,12207,,,15536,,,,,,22,261,0,1037,171,,1132,17898,11510,16,5039,126,,,5,1202,,17898
01/09/1982,2306,4523,2587,826,4462,12398,,,14704,,,,,,60,245,0,940,186,,1165,17055,11431,6,4468,115,,,13,1023,,17055
01/10/1982,2186,4608,2556,872,4486,12522,,,14708,,,,,,0,17,0,857,255,,3125,18945,11444,73,4674,152,,,112,2489,,18945
01/11/1982,3069,4684,2642,986,4612,12924,,,15994,,,,,,33,296,0,3,171,,1123,17324,11666,33,4428,106,,,27,1065,,17324
01/12/1982,2426,4697,2643,1118,4487,12945,,,15371,,,,,,143,0,0,1241,264,,2404,19423,12719,81,4838,163,,,81,1541,,19423
01/01/1983,3067,4731,2640,1100,4488,12959,,,16026,,,,,,3,280,0,106,246,,1538,17919,11430,10,4732,133,,,91,1523,,17919
01/02/1983,2238,4609,2653,1217,4580,13060,,,15298,,,,,,169,259,0,895,253,,1429,18044,11426,15,5169,108,,,83,1241,,18044
01/03/1983,2230,4376,2725,1181,4586,12868,,,15098,,,,,,294,0,0,3,270,,3455,19119,11563,241,4526,121,,,104,2564,,19119
01/04/1983,2247,4436,2795,1309,4630,13170,,,15417,,,,,,7,0,0,3,254,,3386,19067,11568,324,4325,164,,,89,2596,,19067
01/05/1983,2717,4313,2646,1564,4710,13233,,,15950,,,,,,0,98,0,352,268,,1368,17938,12114,17,4221,128,,,70,1388,,17938
01/06/1983,2516,4634,2385,1678,4781,13478,,,15994,,,,,,32,0,0,204,292,,4070,20593,12498,74,4321,96,,,77,3527,,20593
01/07/1983,2407,4723,2333,1797,4824,13678,,,16085,,,,,,69,0,0,194,264,,4098,20709,12725,117,4397,107,,,47,3316,,20709
01/08/1983,2192,4725,2351,1881,4873,13830,,,16022,,,,,,0,0,0,599,259,,1269,18149,12789,14,4055,155,,,36,1101,,18149
01/09/1983,2477,4027,2535,2287,5181,14030,,,16507,,,,,,139,267,0,3,265,,3089,20002,12573,151,4009,150,,,50,3069,,20002
01/10/1983,2327,4372,2250,2407,5142,14171,,,16497,,,,,,76,0,0,3,344,,2221,19141,12717,263,3969,152,,,134,1907,,19141
01/11/1983,2278,4736,2196,2204,5184,14320,,,16599,,,,,,29,57,0,3,220,,1256,18105,12945,328,3590,191,,,6,1046,,18105
01/12/1983,2763,4576,2262,2228,5198,14264,,,17026,,,,,,25,221,0,274,309,,3046,20681,14163,90,3593,150,,,83,2601,,20681
01/01/1984,2466,4691,2162,2228,5182,14263,,,16729,,,,,,0,0,0,3,213,,1407,18352,12650,774,3807,131,,,2,987,,18352
01/02/1984,2113,4784,1904,2368,5224,14281,,,16393,,,,,,128,62,0,3,230,,1298,18052,12654,622,3451,184,,,16,1125,,18052
01/03/1984,2488,5132,1687,2370,5225,14414,,,16902,,,,,,4,8,0,3,645,,3196,20750,12528,674,3551,295,,,425,3278,,20750
01/04/1984,2438,4768,1805,2555,5208,14336,,,16774,,,,,,43,0,0,3,271,,1934,19024,13011,528,3460,190,,,52,1782,,19024
01/05/1984,2033,4778,1839,2578,5227,14422,,,16455,,,,,,77,0,0,3,488,,1648,18671,13237,204,3368,187,,,265,1411,,18671
01/06/1984,2945,4438,1886,3009,5037,14369,,,17314,,,,,,0,0,0,3,259,,3883,21458,13754,461,3549,192,,,35,3467,,21458
01/07/1984,2222,5174,1426,2972,4899,14471,,,16693,,,,,,83,0,0,3,663,,2056,19497,13871,138,3475,159,,,441,1413,,19497
01/08/1984,1909,4952,1663,2883,4966,14465,,,16374,,,,,,0,0,0,189,305,,3725,20592,13798,127,3283,151,,,77,3156,,20592
01/09/1984,2150,5096,1521,2854,4990,14462,,,16612,,,,,,160,383,0,3,233,,4003,21011,13628,259,3367,209,,,18,3530,,21011
01/10/1984,2470,4552,1770,2741,4830,13892,,,16363,,,,,,0,518,0,22,288,,1934,18608,13849,175,2437,179,,,93,1875,,18608
01/11/1984,3571,4776,1714,2637,4692,13820,,,17391,,,,,,0,481,0,3,205,,3685,21283,13851,174,3109,225,,,29,3896,,21283
01/12/1984,3483,4654,1746,2485,4784,13669,,,17152,,,,,,50,40,0,476,187,,1068,18934,15236,55,2809,231,,,13,591,,18934
01/01/1985,3643,4336,1660,2831,4513,13341,,,16983,,,,,,184,535,0,3,164,,1363,18697,13653,762,3096,174,,,8,1005,,18697
01/02/1985,3677,4563,1597,2797,4507,13464,,,17140,,,,,,20,12,0,3,781,,1829,19772,13774,827,2875,175,,,614,1507,,19772
01/03/1985,2993,4734,1558,2853,4429,13574,,,16567,,,,,,259,216,0,3,282,,4291,21401,13727,438,2981,239,,,110,3906,,21401
01/04/1985,3006,4757,1434,2804,4038,13033,,,16039,,,,,,692,154,0,394,179,,1721,19025,14114,11,3008,218,,,5,1669,,19025
01/05/1985,3233,4813,1892,2513,3916,13135,,,16368,,,,,,1127,442,0,29,701,,4467,22692,14311,147,3564,173,,,535,3962,,22692
01/06/1985,3754,4761,1827,2478,3716,12782,,,16536,,,,,,1421,528,0,823,365,,4482,23627,14970,180,3476,152,,,179,4670,,23627
01/07/1985,3285,4464,1881,2569,3745,12659,,,15944,,,,,,1701,0,0,3,440,,1408,19495,15033,358,2502,145,,,276,1182,,19495
01/08/1985,3515,4468,1881,2579,3746,12674,,,16189,,,,,,1857,557,0,3,197,,4343,22589,15017,172,3216,153,,,22,4009,,22589
01/09/1985,3616,4296,2045,2489,3773,12602,,,16219,,,,,,2006,753,0,50,361,,1902,20538,14841,11,3088,144,,,181,2273,,20538
01/10/1985,2868,3874,2023,2958,3459,12313,,,15181,,,,,,3122,342,0,3,314,,2384,21005,15042,452,2991,126,,,108,2285,,21005
01/11/1985,3632,3980,1936,2931,3316,12161,,,15793,,,,,,3164,0,0,235,377,,4067,23637,15127,173,2941,168,,,172,5057,,23637
01/12/1985,3984,3460,1954,2976,3294,11683,,,15667,,,,,,3469,75,0,3,569,,1427,21135,16672,313,2407,169,,,372,1202,,21135
01/01/1986,3939,3328,1954,3124,3112,11517,,,15456,,,,,,3233,178,0,56,574,,4224,23543,14852,201,3967,179,,,343,4001,,23543
01/02/1986,3321,3155,1800,3109,2724,10789,,,14110,,,,,,3406,699,0,264,769,,4156,22704,14820,136,2878,159,,,544,4167,,22704
01/03/1986,3968,2990,1627,3131,2554,10302,,,14270,,,,,,5227,680,0,3,246,,2152,21899,15161,1608,2686,133,,,22,2289,,21899
01/04/1986,2831,3033,1640,2962,2480,10115,,,12946,,,,,,4861,0,0,301,264,,1963,20333,15299,16,3087,169,,,42,1721,,20333
01/05/1986,4176,3033,1904,2781,2473,10192,,,14368,,,,,,4479,276,0,3,247,,5275,24372,15521,513,3387,161,,,9,4781,,24372
01/06/1986,3890,2999,1912,2870,2422,10203,,,14094,,,,,,4460,0,0,87,337,,2265,21243,16261,11,2845,133,,,111,1882,,21243
01/07/1986,4655,3161,1863,2877,2439,10339,,,14994,,,,,,4051,73,0,3,361,,552,19961,16194,276,2862,125,,,137,367,,19961
01/08/1986,4238,3272,1756,2877,2440,10346,,,14584,,,,,,4144,0,0,95,460,,520,19802,16307,14,2696,194,,,247,343,,19802
01/09/1986,5570,3310,1757,2912,2463,10442,,,16012,,,,,,4215,632,0,3,268,,521,21019,16151,1152,3119,164,,,43,390,,21019
01/10/1986,6387,2895,1650,3323,2499,10368,,,16755,,,,,,3449,553,0,3,316,,521,21043,16079,1635,2524,152,,,98,556,,21043
01/11/1986,7499,2970,1576,3323,2499,10368,,,17867,,,,,,1841,402,0,3,279,,537,20528,16290,688,2799,217,,,71,463,,20528
01/12/1986,7804,2969,1686,3230,2522,10407,,,18211,,,,,,868,0,0,1024,323,,519,20945,17911,49,2687,159,,,87,51,,20945
01/01/1987,8490,2978,1695,3284,2544,10501,,,18991,,,,,,1187,1671,0,3,518,,575,21274,16034,1678,2850,180,,,315,217,,21274
01/02/1987,7398,3206,1861,2920,2604,10592,,,17990,,,,,,1036,885,0,3,300,,523,19852,16042,592,2572,186,,,129,330,,19852
01/03/1987,6746,2891,1814,3206,2599,10510,,,17256,,,,,,915,647,0,1046,202,,534,19953,16177,11,3097,168,,,25,476,,19953
01/04/1987,8248,2888,1834,3206,2599,10527,,,18775,,,,,,791,0,0,3,329,,540,20438,16439,114,3138,189,,,162,395,,20438
01/05/1987,8477,3036,1494,3504,2536,10571,,,19048,,,,,,1006,201,0,3,312,,538,20907,16732,614,2849,186,,,144,383,,20907
01/06/1987,9343,2949,1676,3381,2537,10544,,,19886,,,,,,607,679,0,3,325,,506,21327,17671,225,2770,165,,,160,336,,21327
01/07/1987,9770,2729,1876,3233,2568,10407,,,20177,,,,,,935,790,0,3,334,,553,22003,17508,769,2972,198,,,171,385,,22003
01/08/1987,9040,2759,1826,3234,2609,10427,,,19467,,,,,,571,0,0,298,277,,505,21119,17425,15,2962,180,,,112,426,,21119
01/09/1987,8619,2794,1984,3042,2669,10489,,,19109,,,,,,452,0,0,623,212,,509,20905,17527,8,2703,169,,,49,450,,20905
01/10/1987,9884,2745,2032,3065,2681,10523,,,20407,,,,,,592,1132,0,3,228,,522,21752,17441,490,2742,619,,,63,396,,21752
01/11/1987,9413,2656,2127,3044,2681,10508,,,19921,,,,,,421,0,0,3,194,,539,21077,17650,54,2578,400,,,30,365,,21077
01/12/1987,9677,2603,2344,2868,2703,10519,,,20195,,,,,,798,165,0,1187,311,,532,23023,19447,23,2936,429,,,134,53,,23023
01/01/1988,9155,2604,2344,2876,2703,10527,,,19682,,,,,,742,1268,0,3,438,,563,21428,17293,955,2311,384,,,277,208,,21428
01/02/1988,8815,2537,2388,2671,2736,10331,,,19146,,,,,,504,266,0,3,520,,505,20678,17374,195,2170,245,,,359,335,,20678
01/03/1988,9824,2623,2341,2855,2616,10436,,,20260,,,,,,515,868,0,3,490,,501,21769,17514,527,2616,283,,,334,495,,21769
01/04/1988,8871,2531,2366,2884,2638,10418,,,19290,,,,,,275,206,0,224,669,,495,20953,17526,13,2272,239,,,514,388,,20953
01/05/1988,7981,2790,2316,2674,2639,10420,,,18401,,,,,,516,0,0,1485,517,,526,21445,18329,10,2057,318,,,362,369,,21445
01/06/1988,8868,2849,2550,2424,2675,10498,,,19366,,,,,,471,0,0,667,1235,,464,22203,18773,15,2269,420,,,341,385,,22203
01/07/1988,9361,2908,2623,2325,2716,10573,,,19934,,,,,,489,333,0,1000,447,,519,22390,18975,15,2391,325,,,287,397,,22390
01/08/1988,8693,2908,2635,2336,2717,10596,,,19288,,,,,,417,0,0,1610,654,,487,22457,18926,12,2245,531,,,306,437,,22457
01/09/1988,9744,2962,2647,2297,2774,10680,,,20424,,,,,,462,132,0,169,503,,497,22055,18665,14,2328,278,,,345,425,,22055
01/10/1988,10047,2993,2740,2197,2788,10718,,,20765,,,,,,608,310,0,675,672,,486,23205,18849,13,3072,322,,,512,437,,23205
01/11/1988,9615,2919,2740,2202,2788,10648,,,20263,,,,,,326,50,0,402,373,,503,21867,19234,13,1611,340,,,217,452,,21867
01/12/1988,9685,3051,2705,2190,2715,10661,,,20346,,,,,,485,0,0,2358,632,,498,24319,21032,14,2437,308,,,473,55,,24319
01/01/1989,9190,3052,2705,2200,2715,10672,,,19862,,,,,,493,0,0,431,545,,524,21854,18710,12,2061,464,,,388,219,,21854
01/02/1989,9633,3482,2400,2124,2715,10721,,,20354,,,,,,448,1049,0,25,630,,489,21947,18608,17,2056,422,,,469,374,,21947
01/03/1989,8813,3256,2588,2007,2732,10583,,,19396,,,,,,502,624,0,1081,721,,504,22204,18589,16,1921,568,,,562,548,,22204
01/04/1989,9037,3117,2670,1915,2732,10435,,,19472,,,,,,706,175,0,1068,270,,502,22018,18603,22,2384,502,,,111,396,,22018
01/05/1989,9320,3117,2732,1854,2732,10435,,,19756,,,,,,350,317,0,2420,316,,547,23389,19523,12,2709,566,,,152,426,,23389
01/06/1989,11644,3278,2603,1786,2732,10399,,,22042,,,,,,404,373,0,533,292,,475,23746,20165,13,2417,599,,,132,420,,23746
01/07/1989,12845,3367,2387,1802,2750,10305,,,23150,,,,,,654,897,0,3,253,,516,24575,19959,411,3110,579,,,94,423,,24575
01/08/1989,11421,3173,2387,1822,2750,10131,,,21552,,,,,,105,0,0,1133,256,,480,23526,19974,8,2364,457,,,98,625,,23526
01/09/1989,11217,3386,2194,1822,2760,10161,,,21379,,,,,,180,403,0,432,166,,482,22639,19785,16,1922,426,,,7,483,,22639
01/10/1989,11263,3245,2290,1948,2572,10054,,,21316,,,,,,79,433,0,943,323,,493,23155,19915,14,2167,417,,,161,482,,23155
01/11/1989,11057,3253,2195,1948,2572,9968,,,21025,,,,,,239,0,0,589,266,,494,22614,19981,14,1761,376,,,110,372,,22614
01/12/1989,10816,3425,2057,2082,2446,10009,,,20825,,,,,,312,0,0,2765,370,,508,24780,22093,21,2016,397,,,209,44,,24780
01/01/1990,11229,3425,2067,2082,2446,10020,,,21249,,,,,,554,358,0,388,362,,507,23060,19622,11,2536,451,,,199,241,,23060
01/02/1990,11505,3463,1932,2002,2487,9884,,,21389,,,,,,104,272,0,393,536,,469,22891,19628,15,1965,495,,,373,414,,22891
01/03/1990,11660,3400,2146,1949,2431,9926,,,21586,,,,,,154,87,0,712,393,,473,23319,19404,12,2399,657,,,232,614,,23319
01/04/1990,11868,3454,2179,1861,2431,9926,,,21794,,,,,,364,0,0,140,229,,465,22991,19835,18,2224,420,,,68,426,,22991
01/05/1990,11991,3363,1958,1887,2474,9682,,,21674,,,,,,447,0,0,701,341,,493,23656,20259,11,2265,482,,,177,461,,23656
01/06/1990,11820,3618,1732,1832,2474,9656,,,21476,,,,,,275,163,0,1537,251,,460,23999,20992,14,1994,472,,,96,432,,23999
01/07/1990,12071,3720,1600,1926,2380,9626,,,21696,,,,,,640,394,0,1292,254,,496,24378,20946,17,2349,517,,,106,444,,24378
01/08/1990,12640,3644,1638,1951,2417,9650,,,22290,,,,,,304,200,0,247,217,,528,23586,20978,14,1555,514,,,65,460,,23586
01/09/1990,13535,3751,1475,2008,2370,9605,,,23140,,,,,,232,985,0,3,216,,468,24059,20506,824,1690,564,,,62,413,,24059
01/10/1990,12522,3925,1493,1863,2405,9687,,,22208,,,,,,142,314,0,216,411,,476,23453,20618,13,1783,389,,,248,403,,23453
01/11/1990,10549,3925,1493,1863,2405,9687,,,20236,,,,,,286,0,0,1909,300,,563,23293,20781,15,1463,507,,,145,383,,23293
01/12/1990,10248,3997,1500,1854,2399,9751,,,19998,,,,,,471,0,0,3864,368,,574,25275,22970,11,1592,406,,,210,85,,25275
01/01/1991,10275,3998,1501,1854,2399,9752,,,20027,,,,,,330,462,0,2507,403,,553,23820,20428,16,2418,473,,,249,236,,23820
01/02/1991,11937,3968,1389,2020,2345,9723,,,21661,,,,,,627,449,0,289,233,,501,23310,20372,10,2010,497,,,92,330,,23310
01/03/1991,12018,4100,1389,1894,2306,9690,,,21707,,,,,,398,326,0,449,414,,484,23453,20737,17,1668,570,,,274,188,,23453
01/04/1991,11379,4193,1297,1894,2306,9690,,,21069,,,,,,612,58,0,1302,285,,491,23758,20838,14,1696,711,,,140,359,,23758
01/05/1991,12294,3996,1347,1901,2207,9452,,,21746,,,,,,283,21,0,697,306,,530,23563,21267,10,1207,556,,,169,354,,23563
01/06/1991,13090,3987,1469,1731,2187,9375,,,22465,,,,,,292,0,0,1283,316,,490,24846,22135,12,1575,592,,,172,360,,24846
01/07/1991,13682,3969,1435,1754,2256,9414,,,23096,,,,,,381,0,0,526,298,,516,24817,22175,15,1557,528,,,155,387,,24817
01/08/1991,13799,3969,1435,1754,2256,9414,,,23213,,,,,,522,173,0,700,377,,510,25321,22332,13,1756,643,,,234,343,,25321
01/09/1991,12664,3915,1481,1784,2279,9460,,,22124,,,,,,1475,443,0,1301,177,,497,25574,22031,15,2489,627,,,35,377,,25574
01/10/1991,13113,3987,1379,1817,2179,9362,,,22475,,,,,,110,1400,0,1928,212,,511,25236,21989,11,2210,593,,,75,357,,25236
01/11/1991,13913,3987,1379,1817,2189,9372,,,23285,,,,,,397,636,0,937,137,,522,25279,22305,21,2034,588,,,0,329,,25279
01/12/1991,12819,3920,1251,1908,2197,9277,,,22096,,,,,,1174,0,0,3003,237,,536,27045,24481,21,1752,559,,,96,136,,27045
01/01/1992,13707,3920,1251,1908,2198,9277,,,22985,,,,,,594,598,0,215,153,,522,24469,21759,7,1833,654,,,6,211,,24469
01/02/1992,13739,3630,1155,2042,2074,8901,,,22640,,,,,,435,204,0,365,259,,511,24210,21853,7,1331,553,,,119,349,,24210
